"Contract ID","Plan ID","Organization Type","Plan Type","Offers Part D","SNP Plan","EGHP","Organization Name","Organization Marketing Name","Plan Name","Parent Organization","Contract Effective Date"
"S5921","362","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","UNITEDHEALTHCARE INS. CO. AND UNITEDHEALTHCARE NY","UnitedHealthcare","AARP MedicareRx Saver Plus (PDP)","UnitedHealth Group, Inc.",01/01/2006 0:00:00
"S5921","363","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","UNITEDHEALTHCARE INS. CO. AND UNITEDHEALTHCARE NY","UnitedHealthcare","AARP MedicareRx Saver Plus (PDP)","UnitedHealth Group, Inc.",01/01/2006 0:00:00
"S5921","364","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","UNITEDHEALTHCARE INS. CO. AND UNITEDHEALTHCARE NY","UnitedHealthcare","AARP MedicareRx Saver Plus (PDP)","UnitedHealth Group, Inc.",01/01/2006 0:00:00
"S5921","365","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","UNITEDHEALTHCARE INS. CO. AND UNITEDHEALTHCARE NY","UnitedHealthcare","AARP MedicareRx Saver Plus (PDP)","UnitedHealth Group, Inc.",01/01/2006 0:00:00
"S5921","366","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","UNITEDHEALTHCARE INS. CO. AND UNITEDHEALTHCARE NY","UnitedHealthcare","AARP MedicareRx Saver Plus (PDP)","UnitedHealth Group, Inc.",01/01/2006 0:00:00
"S5921","367","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","UNITEDHEALTHCARE INS. CO. AND UNITEDHEALTHCARE NY","UnitedHealthcare","AARP MedicareRx Saver Plus (PDP)","UnitedHealth Group, Inc.",01/01/2006 0:00:00
"S5921","368","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","UNITEDHEALTHCARE INS. CO. AND UNITEDHEALTHCARE NY","UnitedHealthcare","AARP MedicareRx Saver Plus (PDP)","UnitedHealth Group, Inc.",01/01/2006 0:00:00
"S5921","369","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","UNITEDHEALTHCARE INS. CO. AND UNITEDHEALTHCARE NY","UnitedHealthcare","AARP MedicareRx Saver Plus (PDP)","UnitedHealth Group, Inc.",01/01/2006 0:00:00
"S5921","370","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","UNITEDHEALTHCARE INS. CO. AND UNITEDHEALTHCARE NY","UnitedHealthcare","AARP MedicareRx Saver Plus (PDP)","UnitedHealth Group, Inc.",01/01/2006 0:00:00
"S5921","371","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","UNITEDHEALTHCARE INS. CO. AND UNITEDHEALTHCARE NY","UnitedHealthcare","AARP MedicareRx Saver Plus (PDP)","UnitedHealth Group, Inc.",01/01/2006 0:00:00
"S5921","372","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","UNITEDHEALTHCARE INS. CO. AND UNITEDHEALTHCARE NY","UnitedHealthcare","AARP MedicareRx Saver Plus (PDP)","UnitedHealth Group, Inc.",01/01/2006 0:00:00
"S5921","373","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","UNITEDHEALTHCARE INS. CO. AND UNITEDHEALTHCARE NY","UnitedHealthcare","AARP MedicareRx Saver Plus (PDP)","UnitedHealth Group, Inc.",01/01/2006 0:00:00
"S5921","374","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","UNITEDHEALTHCARE INS. CO. AND UNITEDHEALTHCARE NY","UnitedHealthcare","AARP MedicareRx Saver Plus (PDP)","UnitedHealth Group, Inc.",01/01/2006 0:00:00
"S5921","375","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","UNITEDHEALTHCARE INS. CO. AND UNITEDHEALTHCARE NY","UnitedHealthcare","AARP MedicareRx Saver Plus (PDP)","UnitedHealth Group, Inc.",01/01/2006 0:00:00
"S5921","376","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","UNITEDHEALTHCARE INS. CO. AND UNITEDHEALTHCARE NY","UnitedHealthcare","AARP MedicareRx Saver Plus (PDP)","UnitedHealth Group, Inc.",01/01/2006 0:00:00
"S5921","377","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","UNITEDHEALTHCARE INS. CO. AND UNITEDHEALTHCARE NY","UnitedHealthcare","AARP MedicareRx Saver Plus (PDP)","UnitedHealth Group, Inc.",01/01/2006 0:00:00
"S5921","378","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","UNITEDHEALTHCARE INS. CO. AND UNITEDHEALTHCARE NY","UnitedHealthcare","AARP MedicareRx Saver Plus (PDP)","UnitedHealth Group, Inc.",01/01/2006 0:00:00
"S5921","379","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","UNITEDHEALTHCARE INS. CO. AND UNITEDHEALTHCARE NY","UnitedHealthcare","AARP MedicareRx Saver Plus (PDP)","UnitedHealth Group, Inc.",01/01/2006 0:00:00
"S5921","380","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","UNITEDHEALTHCARE INS. CO. AND UNITEDHEALTHCARE NY","UnitedHealthcare","AARP MedicareRx Saver Plus (PDP)","UnitedHealth Group, Inc.",01/01/2006 0:00:00
"S5921","381","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","UNITEDHEALTHCARE INS. CO. AND UNITEDHEALTHCARE NY","UnitedHealthcare","AARP MedicareRx Saver Plus (PDP)","UnitedHealth Group, Inc.",01/01/2006 0:00:00
"S5921","802","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","Yes","UNITEDHEALTHCARE INS. CO. AND UNITEDHEALTHCARE NY","UnitedHealthcare","UnitedHealthcare MedicareRx for Groups (PDP)","UnitedHealth Group, Inc.",01/01/2006 0:00:00
"S5921","837","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","Yes","UNITEDHEALTHCARE INS. CO. AND UNITEDHEALTHCARE NY","UnitedHealthcare","UnitedHealthcare MedicareRx for Groups (PDP)","UnitedHealth Group, Inc.",01/01/2006 0:00:00
"S5953","001","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","BLUECROSS AND BLUESHIELD OF SOUTH CAROLINA","Blue Cross Blue Shield of South Carolina","MedBlue Rx (PDP)","BlueCross BlueShield of South Carolina (BCBSSC)",01/01/2006 0:00:00
"S5953","002","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","BLUECROSS AND BLUESHIELD OF SOUTH CAROLINA","Blue Cross Blue Shield of South Carolina","MedBlue Rx Plus (PDP)","BlueCross BlueShield of South Carolina (BCBSSC)",01/01/2006 0:00:00
"S5953","801","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","Yes","BLUECROSS AND BLUESHIELD OF SOUTH CAROLINA","Blue Cross Blue Shield of South Carolina","Group Blue Rx Plus (PDP)","BlueCross BlueShield of South Carolina (BCBSSC)",01/01/2006 0:00:00
"S5953","802","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","Yes","BLUECROSS AND BLUESHIELD OF SOUTH CAROLINA","Blue Cross Blue Shield of South Carolina","Group Blue Rx Plus (PDP)","BlueCross BlueShield of South Carolina (BCBSSC)",01/01/2006 0:00:00
"S5960","801","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","Yes","UNICARE LIFE & HEALTH INSURANCE COMPANY","UniCare","MedicareRx Rewards (PDP)","Anthem Inc.",01/01/2006 0:00:00
"S5960","803","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","Yes","UNICARE LIFE & HEALTH INSURANCE COMPANY","UniCare","MedicareRx Rewards (PDP)","Anthem Inc.",01/01/2006 0:00:00
"S5966","803","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","Yes","GROUP HEALTH INCORPORATED","EmblemHealth Medicare PDP","EmblemHealth National Drug Plan (PDP)","EmblemHealth, Inc.",01/01/2006 0:00:00
"S5967","138","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","WELLCARE PRESCRIPTION INSURANCE, INC.","WellCare","WellCare Classic (PDP)","WellCare Health Plans, Inc.",01/01/2006 0:00:00
"S5967","139","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","WELLCARE PRESCRIPTION INSURANCE, INC.","WellCare","WellCare Classic (PDP)","WellCare Health Plans, Inc.",01/01/2006 0:00:00
"S5967","140","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","WELLCARE PRESCRIPTION INSURANCE, INC.","WellCare","WellCare Classic (PDP)","WellCare Health Plans, Inc.",01/01/2006 0:00:00
"S5967","141","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","WELLCARE PRESCRIPTION INSURANCE, INC.","WellCare","WellCare Classic (PDP)","WellCare Health Plans, Inc.",01/01/2006 0:00:00
"S5967","142","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","WELLCARE PRESCRIPTION INSURANCE, INC.","WellCare","WellCare Classic (PDP)","WellCare Health Plans, Inc.",01/01/2006 0:00:00
"S5967","143","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","WELLCARE PRESCRIPTION INSURANCE, INC.","WellCare","WellCare Classic (PDP)","WellCare Health Plans, Inc.",01/01/2006 0:00:00
"S5967","144","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","WELLCARE PRESCRIPTION INSURANCE, INC.","WellCare","WellCare Classic (PDP)","WellCare Health Plans, Inc.",01/01/2006 0:00:00
"S5967","145","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","WELLCARE PRESCRIPTION INSURANCE, INC.","WellCare","WellCare Classic (PDP)","WellCare Health Plans, Inc.",01/01/2006 0:00:00
"S5967","146","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","WELLCARE PRESCRIPTION INSURANCE, INC.","WellCare","WellCare Classic (PDP)","WellCare Health Plans, Inc.",01/01/2006 0:00:00
"S5967","147","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","WELLCARE PRESCRIPTION INSURANCE, INC.","WellCare","WellCare Classic (PDP)","WellCare Health Plans, Inc.",01/01/2006 0:00:00
"S5967","148","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","WELLCARE PRESCRIPTION INSURANCE, INC.","WellCare","WellCare Classic (PDP)","WellCare Health Plans, Inc.",01/01/2006 0:00:00
"S5967","149","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","WELLCARE PRESCRIPTION INSURANCE, INC.","WellCare","WellCare Classic (PDP)","WellCare Health Plans, Inc.",01/01/2006 0:00:00
"S5967","150","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","WELLCARE PRESCRIPTION INSURANCE, INC.","WellCare","WellCare Classic (PDP)","WellCare Health Plans, Inc.",01/01/2006 0:00:00
"S5967","151","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","WELLCARE PRESCRIPTION INSURANCE, INC.","WellCare","WellCare Classic (PDP)","WellCare Health Plans, Inc.",01/01/2006 0:00:00
"S5967","152","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","WELLCARE PRESCRIPTION INSURANCE, INC.","WellCare","WellCare Classic (PDP)","WellCare Health Plans, Inc.",01/01/2006 0:00:00
"S5967","154","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","WELLCARE PRESCRIPTION INSURANCE, INC.","WellCare","WellCare Classic (PDP)","WellCare Health Plans, Inc.",01/01/2006 0:00:00
"S5967","155","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","WELLCARE PRESCRIPTION INSURANCE, INC.","WellCare","WellCare Classic (PDP)","WellCare Health Plans, Inc.",01/01/2006 0:00:00
"S5967","156","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","WELLCARE PRESCRIPTION INSURANCE, INC.","WellCare","WellCare Classic (PDP)","WellCare Health Plans, Inc.",01/01/2006 0:00:00
"S5967","157","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","WELLCARE PRESCRIPTION INSURANCE, INC.","WellCare","WellCare Classic (PDP)","WellCare Health Plans, Inc.",01/01/2006 0:00:00
"S5967","158","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","WELLCARE PRESCRIPTION INSURANCE, INC.","WellCare","WellCare Classic (PDP)","WellCare Health Plans, Inc.",01/01/2006 0:00:00
"S5967","159","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","WELLCARE PRESCRIPTION INSURANCE, INC.","WellCare","WellCare Classic (PDP)","WellCare Health Plans, Inc.",01/01/2006 0:00:00
"S5967","160","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","WELLCARE PRESCRIPTION INSURANCE, INC.","WellCare","WellCare Classic (PDP)","WellCare Health Plans, Inc.",01/01/2006 0:00:00
"S5967","161","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","WELLCARE PRESCRIPTION INSURANCE, INC.","WellCare","WellCare Classic (PDP)","WellCare Health Plans, Inc.",01/01/2006 0:00:00
"S5967","162","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","WELLCARE PRESCRIPTION INSURANCE, INC.","WellCare","WellCare Classic (PDP)","WellCare Health Plans, Inc.",01/01/2006 0:00:00
"S5967","163","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","WELLCARE PRESCRIPTION INSURANCE, INC.","WellCare","WellCare Classic (PDP)","WellCare Health Plans, Inc.",01/01/2006 0:00:00
"S5967","164","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","WELLCARE PRESCRIPTION INSURANCE, INC.","WellCare","WellCare Classic (PDP)","WellCare Health Plans, Inc.",01/01/2006 0:00:00
"S5967","165","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","WELLCARE PRESCRIPTION INSURANCE, INC.","WellCare","WellCare Classic (PDP)","WellCare Health Plans, Inc.",01/01/2006 0:00:00
"S5967","166","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","WELLCARE PRESCRIPTION INSURANCE, INC.","WellCare","WellCare Classic (PDP)","WellCare Health Plans, Inc.",01/01/2006 0:00:00
"S5967","167","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","WELLCARE PRESCRIPTION INSURANCE, INC.","WellCare","WellCare Classic (PDP)","WellCare Health Plans, Inc.",01/01/2006 0:00:00
"S5967","168","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","WELLCARE PRESCRIPTION INSURANCE, INC.","WellCare","WellCare Classic (PDP)","WellCare Health Plans, Inc.",01/01/2006 0:00:00
"S5967","169","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","WELLCARE PRESCRIPTION INSURANCE, INC.","WellCare","WellCare Classic (PDP)","WellCare Health Plans, Inc.",01/01/2006 0:00:00
"S5967","170","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","WELLCARE PRESCRIPTION INSURANCE, INC.","WellCare","WellCare Classic (PDP)","WellCare Health Plans, Inc.",01/01/2006 0:00:00
"S5967","171","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","WELLCARE PRESCRIPTION INSURANCE, INC.","WellCare","WellCare Classic (PDP)","WellCare Health Plans, Inc.",01/01/2006 0:00:00
"S5967","173","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","WELLCARE PRESCRIPTION INSURANCE, INC.","WellCare","WellCare Extra (PDP)","WellCare Health Plans, Inc.",01/01/2006 0:00:00
"S5967","174","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","WELLCARE PRESCRIPTION INSURANCE, INC.","WellCare","WellCare Extra (PDP)","WellCare Health Plans, Inc.",01/01/2006 0:00:00
"S5967","175","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","WELLCARE PRESCRIPTION INSURANCE, INC.","WellCare","WellCare Extra (PDP)","WellCare Health Plans, Inc.",01/01/2006 0:00:00
"S5967","176","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","WELLCARE PRESCRIPTION INSURANCE, INC.","WellCare","WellCare Extra (PDP)","WellCare Health Plans, Inc.",01/01/2006 0:00:00
"S5967","177","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","WELLCARE PRESCRIPTION INSURANCE, INC.","WellCare","WellCare Extra (PDP)","WellCare Health Plans, Inc.",01/01/2006 0:00:00
"S5967","178","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","WELLCARE PRESCRIPTION INSURANCE, INC.","WellCare","WellCare Extra (PDP)","WellCare Health Plans, Inc.",01/01/2006 0:00:00
"S5967","179","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","WELLCARE PRESCRIPTION INSURANCE, INC.","WellCare","WellCare Extra (PDP)","WellCare Health Plans, Inc.",01/01/2006 0:00:00
"S5967","180","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","WELLCARE PRESCRIPTION INSURANCE, INC.","WellCare","WellCare Extra (PDP)","WellCare Health Plans, Inc.",01/01/2006 0:00:00
"S5967","181","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","WELLCARE PRESCRIPTION INSURANCE, INC.","WellCare","WellCare Extra (PDP)","WellCare Health Plans, Inc.",01/01/2006 0:00:00
"S5967","182","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","WELLCARE PRESCRIPTION INSURANCE, INC.","WellCare","WellCare Extra (PDP)","WellCare Health Plans, Inc.",01/01/2006 0:00:00
"S5967","183","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","WELLCARE PRESCRIPTION INSURANCE, INC.","WellCare","WellCare Extra (PDP)","WellCare Health Plans, Inc.",01/01/2006 0:00:00
"S5967","184","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","WELLCARE PRESCRIPTION INSURANCE, INC.","WellCare","WellCare Extra (PDP)","WellCare Health Plans, Inc.",01/01/2006 0:00:00
"S5967","185","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","WELLCARE PRESCRIPTION INSURANCE, INC.","WellCare","WellCare Extra (PDP)","WellCare Health Plans, Inc.",01/01/2006 0:00:00
"S5967","186","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","WELLCARE PRESCRIPTION INSURANCE, INC.","WellCare","WellCare Extra (PDP)","WellCare Health Plans, Inc.",01/01/2006 0:00:00
"S5967","187","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","WELLCARE PRESCRIPTION INSURANCE, INC.","WellCare","WellCare Extra (PDP)","WellCare Health Plans, Inc.",01/01/2006 0:00:00
"S5967","188","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","WELLCARE PRESCRIPTION INSURANCE, INC.","WellCare","WellCare Extra (PDP)","WellCare Health Plans, Inc.",01/01/2006 0:00:00
"S5967","189","Medicare Prescription Drug Plan","Medicare Prescription Drug Plan","Yes","No","No","WELLCARE PRESCRIPTION INSURANCE, INC.","WellCare","WellCare Extra (PDP)","WellCare Health Plans, Inc.",01/01/2006 0:00:00
